Commodity,HSCode,Value_2020_M,Value_2023_M,Growth_5yr_%,Opportunity
OTHER PREPARED ADDITIVES                  ANTI-CORRSIVE PRPNS AND OTHR PRPD ADDITVS,38119000,51.1,150.31,194.14872798434445,EMERGING_OPPORTUNITY
GUAR MEAL,11061010,42.0,148.31,253.11904761904765,EMERGING_OPPORTUNITY
"OTHERS-OF-OTHR MACHINERY,PLANT AND EQUIPMNT OF HDG8419",84198990,61.24,147.36,140.62704114957546,EMERGING_OPPORTUNITY
OTHR PARTS AND ACCESSORS OF HDG 9027,90279090,27.26,145.68,434.4093910491562,EMERGING_OPPORTUNITY
OTHER INK NES,32159090,7.32,144.86,1878.9617486338798,EMERGING_OPPORTUNITY
OTHER FRUITS PREPARED/PRESERVED,20089999,28.18,140.11,397.19659332860186,EMERGING_OPPORTUNITY
ASEPTIC PACKAGING PAPER,48115910,39.87,138.53,247.45422623526463,EMERGING_OPPORTUNITY
ASEPTIC PACKAGING PAPER,48115110,0.84,138.53,16391.666666666664,EMERGING_OPPORTUNITY
OTHER PERFUME AND TOILET WATERS,33030090,41.14,137.39,233.95721925133688,EMERGING_OPPORTUNITY
OTHER FURNISHING ARTICLES NEC,63049999,59.66,133.08,123.06402950050288,EMERGING_OPPORTUNITY
POWDER,09042221,5.76,132.73,2204.3402777777774,EMERGING_OPPORTUNITY
POWDER,09083210,4.22,132.73,3045.260663507109,EMERGING_OPPORTUNITY
POWDER,09101210,13.46,132.73,886.1069836552748,EMERGING_OPPORTUNITY
"OTHERS-OF-OTHERS-OF-SEATS (OTHER THAN THOSE OF HEADING 9402), WHETHER OR NOT CONVERTIBLE INTO BEDS, AND PARTS THEREOF",94015900,0.41,132.38,32187.80487804878,EMERGING_OPPORTUNITY
OTHER SELF-PROPELLED TRUCKS,84272000,1.48,131.39,8777.702702702703,EMERGING_OPPORTUNITY
OTHR TRNSFRMRS HVNG A PWR HNDLNG          CAPACITY NOT EXCDNG 1 KVA,85043100,58.91,131.37,123.00118825326771,EMERGING_OPPORTUNITY
COCOA BUTTER FAT AND OIL,18040000,41.33,129.6,213.57367529639487,EMERGING_OPPORTUNITY
OTHERS-OF-OTHERS-OF-PRPD RUBR ACCLRTRS-CMPND PLSTCSRS-N.E.S ANTIOXDSNG PRPNS AND OTHR CMPND STBLSRS,38123990,36.2,129.03,256.43646408839777,EMERGING_OPPORTUNITY
SAFETY AIRBAGS WITH INFLATER SYSTEM; PARTS THEREOF,87089500,40.11,127.1,216.8785838942907,EMERGING_OPPORTUNITY
"LENTILS (MOSUR),DRIED AND SHLD",07134000,17.73,126.82,615.2848279751832,EMERGING_OPPORTUNITY
"Others of Plain weave, weighing not more than 100 g/m2",52085190,0.09,123.67,137311.1111111111,EMERGING_OPPORTUNITY
"OTHERS-OF-WOVN FABRCS,PRINTED,CNTNG BY WT>=85%TEXTURED POLYESTER FILAMENTS",54075490,50.54,123.57,144.49940641076375,EMERGING_OPPORTUNITY
OTHR SACKS AND BAGS INCLUDNG CONES,48194000,27.43,123.4,349.8724024790376,EMERGING_OPPORTUNITY
OTHER SHIRTS OF COTTON,61051090,52.53,122.44,133.08585570150387,EMERGING_OPPORTUNITY
OTHR FLTRNG/PURFYNG MCHNRY AND APPRTS FR LQD,84212900,56.29,122.14,116.98347841534908,EMERGING_OPPORTUNITY
"BONELESS MEAT OF BOVN ANMLS, FRSH OR CHLD",02013000,33.53,121.56,262.5410080524903,EMERGING_OPPORTUNITY
"OTHER TRACTORS, OF AN ENGINE POWEREXCEEDING 75 KW BUT NOT EXCEEDING 130 KW",87019400,29.32,121.15,313.19918144611194,EMERGING_OPPORTUNITY
SG IRON CAST FITTINGS,73071120,56.2,120.59,114.5729537366548,EMERGING_OPPORTUNITY
"OTHERS CELLULOSE,ITS CHEMCL DRVTVS IN     PRIMARY FORMS EXCL CELLULOSE ACETATES/    CELLULOSE NITRATES/CELLULOSE ETHERS/",39129090,59.08,120.53,104.01150981719702,EMERGING_OPPORTUNITY
OIL/PRTL-FLTRS FR INTRNL CMBSTN ENGNS,84212300,56.71,120.51,112.50220419679069,EMERGING_OPPORTUNITY
"HEAD LAMPS,TAIL LAMP,STOP LAMP,           SIDE LAMP,BLINKERS",85122010,59.26,119.93,102.37934525818429,EMERGING_OPPORTUNITY
OTHER COAL W/N PULVRSD BUT NTAGLDMRTD,27011990,55.7,119.61,114.73967684021542,EMERGING_OPPORTUNITY
OTHERS-OF-OF OTHER TEXTILE MATERIALS:,57039090,51.58,119.01,130.72896471500584,EMERGING_OPPORTUNITY
OTHERS-OF-OTHERS-OF-ALKLDS NATRL/RPRDCD BY SYNTHSIS AND THR SLTS ETHRS ESTRS AND OTHR DRVTVS,29394900,0.95,119.01,12427.368421052633,EMERGING_OPPORTUNITY
OTHERS-OF-OTHERS-OF-ALKLDS NATRL/RPRDCD BY SYNTHSIS AND THR SLTS ETHRS ESTRS AND OTHR DRVTVS,29398000,1.03,119.01,11454.368932038835,EMERGING_OPPORTUNITY
COMPRESSORS USD IN REPRIGERATING EQUIPMENT,84143000,43.52,118.4,172.05882352941174,EMERGING_OPPORTUNITY
BARGES,89011040,11.32,118.11,943.3745583038868,EMERGING_OPPORTUNITY
OTHERS-OF-HANDBAGS WITH OUTER SURFACE OF SHEETING OF PLASTIC/OF TEXTILE MATERIALS W/N WITHSHOULDER STRAP-INCL THOSE WITHOUT HA,42022290,53.99,117.35,117.35506575291718,EMERGING_OPPORTUNITY
HUSKED (BROWN) RICE,10062000,19.88,117.31,490.0905432595574,EMERGING_OPPORTUNITY
"OTHER BED LINEN, PRINTED: OF COTTON, OTHER THAN HANDLOOM",63022190,33.27,115.18,246.19777577397053,EMERGING_OPPORTUNITY
GENERATING SETS WITH DIESEL ENGINES WITH  AN OUTPUT EXCDNG 1000 KVA AND UPTO 1500 KVA,85021320,25.02,114.47,357.5139888089529,EMERGING_OPPORTUNITY
SULPHUR RECOVERED AS BY-PRODUCT IN        REFINING OF CRUDE OIL,25030010,57.13,114.32,100.1050236303168,EMERGING_OPPORTUNITY
OTHERS-OF-OTHER MACHINES AND APPARATUS:,85158090,7.74,113.0,1359.9483204134367,EMERGING_OPPORTUNITY
"SPLIT SYSTEM AIRCONDTNG MCHNS,CMPRSNG MOTR-DRVN FAN AND  ELMNTS FR CHNG TMPRTR AND HUMDTY",84151010,42.06,112.79,168.16452686638138,EMERGING_OPPORTUNITY
"OTHER BED LINEN, TABLE LENEN, TOILET LINEN, KITCHEN LINEN: OF COTTON, OTHER THAN HANDLOOM",63029190,31.57,112.73,257.0795058599936,EMERGING_OPPORTUNITY
OTHER POLYMERS OF VENYL CHLORIDE,39181090,36.94,111.8,202.65295073091502,EMERGING_OPPORTUNITY
ROAD ROLLERS ABOVE 5 TONNE CAPACITY,84294020,33.81,111.36,229.37000887311444,EMERGING_OPPORTUNITY
NON-GALVANISED,73079990,52.01,111.1,113.61276677562006,EMERGING_OPPORTUNITY
NON-GALVANISED,73079290,13.85,111.1,702.1660649819495,EMERGING_OPPORTUNITY
OTHERS-OF-ANTISERA AND OTHER BLOOD FRACTIONS:,30021290,51.19,109.22,113.36198476264896,EMERGING_OPPORTUNITY
"OTHERS-OF-WOVEN FABRICS,DYED,CNTNG BY WT>=85% TEXTURED POLYESTER FILAMENTS",54075290,18.34,106.01,478.0261723009815,EMERGING_OPPORTUNITY
OTHER PROGESTOGEN AND OESTOGEN GROUP,30043919,24.28,105.03,332.57825370675454,EMERGING_OPPORTUNITY
OTHER FLURO-POLYMERS,39046990,18.29,104.99,474.02952433023506,EMERGING_OPPORTUNITY
ITEMS OTHR THN SAREES CONTNG >85% BY WT   OF SLK ETC.,50072090,36.18,104.88,189.88391376451074,EMERGING_OPPORTUNITY
"LINEAR ACTING (CYLINDERS),HYDRAULIC POWER ENGINES AND MOTORS",84122100,44.57,104.06,133.47543190486874,EMERGING_OPPORTUNITY
TUNGSTEN CARBIDE TIPS,82090010,24.58,103.38,320.58584214808786,EMERGING_OPPORTUNITY
OTHERS-OF-OTHR BARS AND RODS OF IRON/NON-ALLOY STL,72159090,43.91,102.86,134.25187884308815,EMERGING_OPPORTUNITY
OTHER UNREFINED LEAD AND LEAD ALLOYS   N.E.S,78019990,49.69,102.7,106.68142483397062,EMERGING_OPPORTUNITY
"CARPETS,CARPETING AND RUGS",57024210,18.27,101.03,452.98303229337716,EMERGING_OPPORTUNITY
"CARPETS,CARPETING AND RUGS",57029210,37.11,101.03,172.2446779843708,EMERGING_OPPORTUNITY
ARTIFICIAL JOINTS,90213100,21.81,100.64,361.4397065566254,EMERGING_OPPORTUNITY
FLXBL TUBNG OF IRON/STL WTH/WTHUT FTTNGS,83071000,46.37,100.4,116.51930127237439,EMERGING_OPPORTUNITY
