symbol,train_hit_rate,test_hit_rate,test_mean_excess
FBIO,0.2857142857142857,0.5,2.2539406
EQH,0.6,0.5,2.1904345
INCY,0.2857142857142857,0.5,1.9931974
CHWY,0.25,0.5,1.9120283
BURL,0.42857142857142855,0.5,1.8792505
FTNT,0.7142857142857143,0.5,1.8642483
OLLI,0.7142857142857143,0.5,1.8464212
TRMB,0.42857142857142855,0.5,1.75733
ALK,0.0,0.5,1.756197
TXRH,0.5714285714285714,0.5,1.4538021
L,0.2857142857142857,0.5,1.2267895
PGR,0.5714285714285714,0.5,1.0763435
SCHW,0.42857142857142855,0.5,1.0284672
MKL,0.2857142857142857,0.5,0.87297535
SSNC,0.5714285714285714,0.5,0.44916916
HMN,0.14285714285714285,0.5,0.44478226
RJF,0.42857142857142855,0.5,0.42691898
PLNT,0.5714285714285714,0.5,0.4154272
CPRI,0.42857142857142855,0.5,0.3801117
QCRH,0.42857142857142855,0.5,0.14453602
URI,0.8571428571428571,0.5,0.060266495
ESPR,0.2857142857142857,0.5,-0.03702545
HBAN,0.14285714285714285,0.5,-0.17908764
AIZ,0.42857142857142855,0.5,-0.20645237
ET,0.42857142857142855,0.5,-0.2578287
EVRG,0.42857142857142855,0.5,-0.38043213
SNX,0.5714285714285714,0.5,-0.39971447
GCMG,0.2,0.5,-0.4922266
DK,0.2857142857142857,0.5,-0.50717926
FSLR,0.5714285714285714,0.5,-0.5680971
ATEN,0.42857142857142855,0.5,-0.62254906
ADI,0.7142857142857143,0.5,-0.77466965
PLXS,0.2857142857142857,0.5,-0.8786173
FSS,0.8571428571428571,0.5,-0.9044466
ENB,0.42857142857142855,0.0,-0.94227123
MCRI,0.42857142857142855,0.5,-1.0507517
MAR,0.7142857142857143,0.5,-1.2314439
EXLS,0.5714285714285714,0.5,-1.2372084
CRUS,0.14285714285714285,0.5,-1.2401228
TGLS,0.5714285714285714,0.5,-1.2744751
ADEA,0.42857142857142855,0.5,-1.3162193
IDXX,0.8571428571428571,0.5,-1.3194637
AEO,0.5714285714285714,0.5,-1.4062843
MSGS,0.2857142857142857,0.0,-1.4289913
RMD,0.5714285714285714,0.5,-1.4320078
ORLY,0.42857142857142855,0.0,-1.460969
SFIX,0.3333333333333333,0.5,-1.5349855
REX,0.2857142857142857,0.5,-1.7088051
HQY,0.2857142857142857,0.5,-1.982193
APPF,0.8571428571428571,0.5,-2.0112305
CBOE,0.5714285714285714,0.5,-2.0561333
WHG,0.14285714285714285,0.5,-2.1755266
WTS,0.5714285714285714,0.5,-2.322793
NPO,0.5714285714285714,0.5,-2.3392677
KEX,0.42857142857142855,0.5,-2.346993
MYE,0.42857142857142855,0.5,-2.3783836
FIVE,0.5714285714285714,0.5,-2.3931274
RNR,0.42857142857142855,0.0,-2.4650393
CB,0.2857142857142857,0.0,-2.5838432
KR,0.42857142857142855,0.5,-2.7099662
SHAK,0.5714285714285714,0.5,-2.8177738
HUBB,0.5714285714285714,0.5,-3.1592722
CNP,0.42857142857142855,0.5,-3.1844788
WYNN,0.42857142857142855,0.5,-3.2661572
COST,0.8571428571428571,0.5,-3.3375196
VPG,0.42857142857142855,0.5,-3.4536343
HLF,0.2857142857142857,0.5,-3.5397797
OPRT,0.0,0.5,-3.5452356
NGVT,0.42857142857142855,0.5,-3.594036
AN,0.7142857142857143,0.5,-3.6024866
BKR,0.14285714285714285,0.0,-3.829276
CWEN,0.5714285714285714,0.5,-3.982644
LSAK,0.2857142857142857,0.5,-3.9887905
NXST,0.7142857142857143,0.5,-3.9985352
PODD,0.7142857142857143,0.0,-4.043174
NMIH,0.7142857142857143,0.0,-4.1061335
LYFT,0.25,0.5,-4.1076508
CCO,0.42857142857142855,0.5,-4.170027
FORM,0.5714285714285714,0.5,-4.2052326
EQT,0.42857142857142855,0.0,-4.2181664
DG,0.7142857142857143,0.5,-4.238106
NEU,0.42857142857142855,0.5,-4.2514715
LVS,0.42857142857142855,0.5,-4.270314
