effect,coef,se,p,horizon,n,p_fdr
graham_10y:eps_growth,-2.015778941372012,1.4082535527090136,0.15231463087989172,xret_T+126d,55410,0.5145500671391214
bull_cartel:pb_value,-2.431773185452081,1.7112728917623616,0.15530751699233303,xret_T+126d,55410,0.517114754334658
magic_formula:reversal_weekly,7.243739389171631,5.1616747958313,0.16050654389033037,xret_T+126d,55410,0.5221416582111365
roce_plus:pb_value,2.2732969483846768,1.6324175107691878,0.16374220596722922,xret_T+126d,55410,0.528103687544246
piotroski:small_cap_growth,-6.988307534196742,5.04093841290968,0.1656520101517196,xret_T+126d,55410,0.5304025983817339
capacity_expansion:eps_growth,-1.6748741165606282,1.2163700937118564,0.16852940602984556,xret_T+126d,55410,0.5328458887917048
pead_positive_surprise:fcf_yield,1.4806814522263885,1.0740462175843613,0.16801773263792952,xret_T+126d,55410,0.5328458887917048
magic_formula:pb_value,3.934908987313645,2.871480560528357,0.17058032319343652,xret_T+126d,55410,0.5370121285719298
pb_value:low_beta,1.0197938966696891,0.7464458127548118,0.17187635420295555,xret_T+126d,55410,0.5398023758340738
operating_margin,-3.3437553266304607,2.452084646944427,0.1726815874253982,xret_T+126d,55410,0.5410415967490181
darvas:sloan_quality,0.9899543626072586,0.729607174003883,0.17483459659191114,xret_T+126d,55410,0.5432655212496296
darvas:not_distress,1.2826035911407532,0.9472198814333408,0.17571351871372132,xret_T+126d,55410,0.5447119080125361
debt_reduction:net_margin,-2.7085831600027275,2.004114845321838,0.17653181441061105,xret_T+126d,55410,0.5466055593090013
growth_stocks:pead_positive_surprise,9.311659114125751,7.039633941871472,0.18591931819019247,xret_T+126d,55410,0.5650489082250948
ps_value,5.120776391624781,3.932643130101676,0.1928750961408674,xret_T+126d,55410,0.57065275046139
darvas:small_cap_growth,5.620477730123417,4.324989812248381,0.19376022405855153,xret_T+126d,55410,0.57065275046139
new_highs:coffee_can,2.8415645685672404,2.1837544971847094,0.193180099151526,xret_T+126d,55410,0.57065275046139
magic_formula:operating_margin,4.688692208532593,3.6082103312729172,0.19378922894705852,xret_T+126d,55410,0.57065275046139
not_distress:operating_margin,1.8349612795421817,1.4129111017358384,0.194043591807744,xret_T+126d,55410,0.57065275046139
darvas:graham_10y,-0.9981892016036903,0.7698349001364478,0.19475934111983062,xret_T+126d,55410,0.5714820310142023
growth_stocks:low_beta,-3.5782565330738634,2.7866916819354195,0.19912382352153368,xret_T+126d,55410,0.5753741575535695
small_cap_growth:low_beta,5.44668206735871,4.236330265268826,0.19854512380026101,xret_T+126d,55410,0.5753741575535695
golden_cross:pb_value,-0.9445317785364944,0.741338347804881,0.20263152058425304,xret_T+126d,55410,0.5797329606292148
pead_positive_surprise:fcf_margin,-1.5027338529083503,1.1832332745869663,0.2040763231534829,xret_T+126d,55410,0.5803059188601476
sloan_quality:ps_value,-1.9618803098354802,1.5460730953276614,0.20446100729201544,xret_T+126d,55410,0.5805546920414447
golden_cross:roic_value,1.354263317990716,1.0724518754227295,0.2066707552096848,xret_T+126d,55410,0.5811185804209146
pead_positive_surprise:ps_value,3.0509769598128784,2.42901806099124,0.20909652549146673,xret_T+126d,55410,0.5855147127205259
piotroski:growth_stocks,4.414685275794815,3.5557718413694417,0.2144009008045451,xret_T+126d,55410,0.5946803932841856
sloan_quality:growth_stocks,-3.9488716967953383,3.207697160972828,0.21829995465971985,xret_T+126d,55410,0.6022037218715522
