Symbol,t,fwd_ret,price_to_fcf,fcf_to_ebitda,altman_z,altman_zone,intrinsic_growth,mom_12_1,canonical
DXC,2020-06-01,1.5819783210754395,1.9082466295909881,0.4973887092762994,0.8956921811728287,DISTRESS,-0.11252689986993009,-0.6045692563056946,54.54545454545454
DXLG,2020-06-01,8.324999809265137,8.318136563217779,0.11897456201128377,,DISTRESS,,-0.7678571343421936,41.66666666666667
DYAI,2020-06-01,-0.35973596572875977,,,,DISTRESS,,0.2651686668395996,22.22222222222222
EA,2020-06-01,0.1741420030593872,,,7.928882244823685,SAFE,,0.22754621505737305,66.66666666666666
EAT,2020-06-01,1.106132984161377,22.64135216926524,0.11956521739130435,,DISTRESS,0.03192166936714912,-0.35574793815612793,90.9090909090909
EBS,2020-06-01,-0.30854517221450806,45.66066317836562,0.6179706601466992,3.3688964953195075,SAFE,0.022426230294599114,0.8524549007415771,36.36363636363637
ECVT,2020-06-01,0.5099731683731079,8.712398902289593,0.3788159787181123,0.9114441339160867,DISTRESS,-0.0170118749717298,-0.2264026403427124,75.0
ED,2020-06-01,0.0601806640625,,,,DISTRESS,,-0.06366407871246338,54.54545454545454
EDIT,2020-06-01,0.24799418449401855,,,3.118615957941117,SAFE,,0.12506091594696045,60.0
EDSA,2020-06-01,0.8860759735107422,,,,DISTRESS,,-0.7914530038833618,60.0
EEFT,2020-06-01,0.533957839012146,14.268530957042788,0.6358439903362877,2.6015943124315504,GREY,0.008181396707047062,-0.40815269947052,66.66666666666666
EFOI,2020-06-01,-0.08817201852798462,,,15.867928586161188,SAFE,,-0.279069721698761,18.181818181818183
EFOR,2020-06-01,0.6507785320281982,11.869967655447077,0.7016008004002001,3.4948610454506754,SAFE,-0.028475536593498326,-0.08436822891235352,75.0
EFX,2020-06-01,0.5163261890411377,,-45.1578947368421,3.047994905061137,SAFE,,0.1582127809524536,27.27272727272727
EGAN,2020-06-01,-0.026897192001342773,44.62557573262331,,-7.684816013425823,DISTRESS,,0.053299546241760254,54.54545454545454
EGHT,2020-06-01,0.5538461208343506,107.91167881448905,,14.33538414849121,SAFE,,-0.2971404790878296,30.0
EGY,2020-06-01,2.103092908859253,2.7965822575498467,0.5702362427500354,1.4987648981719441,DISTRESS,0.02796532436821279,-0.41698116064071655,40.0
EHC,2020-06-01,0.17829227447509766,20.479798141020975,0.3164419836302359,1.7539542954256648,DISTRESS,0.03629997239123765,0.1441589593887329,70.0
EHTH,2020-06-01,-0.5004600286483765,,,,DISTRESS,,0.512188196182251,36.36363636363637
EIX,2020-06-01,-0.017347395420074463,,-1.4488541084404696,0.6270111421046158,DISTRESS,0.06610950305826346,0.02643120288848877,11.11111111111111
EL,2020-06-01,0.5291815996170044,37.81443583514821,0.6177700348432056,7.610177504426903,SAFE,0.027682009210559425,0.1032792329788208,81.81818181818183
ELF,2020-06-01,0.6459701061248779,24.00501975437792,0.6609020135245203,1.8594421453130758,GREY,-0.042262215365742935,0.2826300859451294,63.63636363636363
ELMD,2020-06-01,-0.3357236385345459,102.42719278618233,0.3475688485379087,23.80704007075651,SAFE,0.025873827274980235,1.8845360279083252,45.45454545454545
ELV,2020-06-01,0.3770318031311035,13.48208388997911,0.6988222097588335,3.129681980167634,SAFE,-0.0013167039889547345,0.022712230682373047,83.33333333333334
EME,2020-06-01,0.9809043407440186,11.604999663104682,0.6086479398300838,3.851263942826126,SAFE,0.001964122335501931,-0.2081129550933838,63.63636363636363
EMN,2020-06-01,0.9560515880584717,11.884370556798935,0.4756960830580462,2.278440486573091,GREY,0.0055989878474871834,-0.029208898544311523,75.0
ENB,2020-06-01,0.2628411054611206,11.69231025854014,0.3352501931164707,0.6586075566017733,DISTRESS,0.01805997372578977,-0.12946003675460815,72.72727272727273
ENOV,2020-06-01,0.614809513092041,1029.1889948656417,0.013229362218792564,1.5999245115382934,DISTRESS,-0.017487285325470805,0.02749001979827881,40.0
ENPH,2020-06-01,1.336461067199707,59.118154777314636,1.0635954402300425,11.488387803785328,SAFE,0.0016478218898137711,2.0870139598846436,70.0
ENS,2020-06-01,0.49563348293304443,17.18070375867668,0.6164583046007318,2.0498323407021077,GREY,0.021130323682174122,0.05025506019592285,58.333333333333336
ENTA,2020-06-01,-0.06887698173522949,19.319408239580323,,24.84223416911602,SAFE,,-0.4874544143676758,62.5
ENTG,2020-06-01,0.9370800256729126,28.81967611257605,0.7091055240476934,,DISTRESS,-0.01633005629782411,0.5893856287002563,50.0
EPAM,2020-06-01,1.0464808940887451,74.84243954649534,0.8215951724001033,,DISTRESS,0.0014726454160697415,0.27985405921936035,54.54545454545454
EPM,2020-06-01,0.5821921825408936,,,4.129243486555629,SAFE,,-0.4734500050544739,80.0
EQIX,2020-06-01,0.057253241539001465,,,2.6553546134084143,GREY,,0.40806853771209717,66.66666666666666
EQT,2020-06-01,0.6915309429168701,12.305488985935927,0.6446648647949617,0.41369166187017925,DISTRESS,,-0.19398808479309082,50.0
ERII,2020-06-01,1.5259742736816406,,-0.14323463649298732,5.9955649208015664,SAFE,0.02349272205380659,-0.13862431049346924,40.0
ES,2020-06-01,-0.03955262899398804,,-0.337644144503332,,DISTRESS,0.06176855610235084,0.11380529403686523,45.45454545454545
ESCA,2020-06-01,1.379136562347412,8.773346783627055,1.041109274011724,6.252214719766829,SAFE,-0.017896352585678788,-0.20048588514328003,50.0
ESP,2020-06-01,-0.1762939691543579,,-1.3189835553021572,,DISTRESS,0.0026470086861401353,-0.1969016194343567,36.36363636363637
ETSY,2020-06-01,1.0799086093902588,150.77268667267035,1.62361548103241,28.752367408668984,SAFE,-0.05849485779150047,0.041084885597229004,45.45454545454545
EVC,2020-06-01,2.15305495262146,0.3507384239366432,1.0019072937543918,1.5129748910421132,DISTRESS,0.0028395515703862843,-0.4638381004333496,88.88888888888889
EVTC,2020-06-01,0.4927717447280884,12.955845505430617,1.137314865213281,3.117498709356317,SAFE,-0.0009078336969711642,-0.11172360181808472,100.0
EXEL,2020-06-01,-0.051781296730041504,49.49535788443195,0.8645756656313399,9.880063385413553,SAFE,0.04676844482687473,0.26084744930267334,80.0
EXLS,2020-06-01,0.657336950302124,3.2942861743312477,0.9971705299814996,2.5148232269039643,GREY,-0.01599965364831057,0.04168069362640381,75.0
EXPD,2020-06-01,0.6469333171844482,31.636809011278952,0.5251317421988607,,DISTRESS,0.028586397871885088,0.035864949226379395,70.0
EXPO,2020-06-01,0.22073066234588623,43.13607708436785,,13.029350967022694,SAFE,,0.2674041986465454,60.0
EXTR,2020-06-01,2.2212886810302734,5.174773849594486,,,DISTRESS,,-0.39609235525131226,66.66666666666666
EYE,2020-06-01,0.949980616569519,32.23062445804925,,,DISTRESS,,-0.02680867910385132,60.0
EYPT,2020-06-01,0.13452386856079102,,,11.761783891560157,SAFE,,-0.3821656107902527,12.5
EZPW,2020-06-01,0.452107310295105,8.587368905672587,0.4269036124305924,2.4453248280329243,GREY,-0.006394360875916788,-0.3621867895126343,66.66666666666666
FABC,2020-06-01,0.761589527130127,,,,,,-0.5299144983291626,54.54545454545454
FANG,2020-06-01,1.0424883365631104,,,0.6782140124539557,DISTRESS,,-0.551315188407898,45.45454545454545
FAST,2020-06-01,0.33239638805389404,16.83487438997741,,,DISTRESS,,0.2161794900894165,50.0
FATE,2020-06-01,1.2872474193572998,,,,DISTRESS,,0.4201244115829468,50.0
FBIN,2020-06-01,0.719362735748291,13.240504924100415,0.624104717214127,2.807466543234997,GREY,0.005315314848137565,0.014558076858520508,66.66666666666666
FBIO,2020-06-01,0.31438136100769043,,,9.380507766845668,SAFE,,0.21965312957763672,33.33333333333333
FBIOP,2020-06-01,0.6305644512176514,,,-0.4661555530303929,DISTRESS,,0.03664994239807129,33.33333333333333
FBRX,2020-06-01,0.9961748123168945,,,,,,-0.7701375484466553,10.0
FC,2020-06-01,0.51469886302948,11.005019202251036,1.8766233766233766,2.710176417917398,GREY,-0.07515526194779368,-0.33279740810394287,66.66666666666666
FCEL,2020-06-01,3.4844446182250977,1026.0368601048617,,19.70138494162467,SAFE,,0.6974788904190063,63.63636363636363
FCN,2020-06-01,0.1490802764892578,25.43508448102761,,4.236292209050383,SAFE,,0.5176359415054321,66.66666666666666
FCUV,2020-06-01,0.3777778148651123,,,,,,-0.15094339847564697,36.36363636363637
FDS,2020-06-01,0.06769967079162598,29.85833332896743,0.7377481955795209,9.882699782803408,SAFE,-0.0010315665693643623,-0.0037114620208740234,80.0
FDX,2020-06-01,1.4265961647033691,,-0.1241682360326428,,DISTRESS,0.07612188631694272,-0.16416257619857788,66.66666666666666
FE,2020-06-01,-0.06569516658782959,,-0.05312583847598605,,DISTRESS,0.04895727429699146,0.025435686111450195,37.5
FEIM,2020-06-01,0.10862255096435547,,,2.687441490209715,GREY,,-0.10357141494750977,36.36363636363637
FELE,2020-06-01,0.69798743724823,14.279473612839302,0.9494911949302297,,DISTRESS,-0.018971427702557473,0.168662428855896,63.63636363636363
FET,2020-06-01,3.3241934776306152,7.666269614340329,,-0.21520879062114495,DISTRESS,,-0.8874345421791077,45.45454545454545
FF,2020-06-01,-0.06935769319534302,8.489263673941702,0.5668672801707547,3.624701757001102,SAFE,-0.008519154334436542,0.33797144889831543,55.55555555555556
FFIV,2020-06-01,0.22891223430633545,13.66247096789086,1.0976693868511167,5.228956282253335,SAFE,0.01941049159703004,0.05436098575592041,63.63636363636363
FHI,2020-06-01,0.5183100700378418,6.528683513473619,,5.223934439983429,SAFE,,-0.2365434765815735,80.0
FICO,2020-06-01,0.22342097759246826,61.712085306325825,0.8103871624848384,10.389309110122518,SAFE,0.0016976649856794283,0.19276785850524902,80.0
FIEE,2020-06-01,0.2901785373687744,,,88.54736947200288,SAFE,,0.49425292015075684,27.27272727272727
FIS,2020-06-01,0.07947659492492676,24.355318647703974,0.6475241722824494,1.1469435450042291,DISTRESS,-0.038686346822754465,0.10823559761047363,41.66666666666667
FIVE,2020-06-01,0.7708555459976196,,,4.678135444620519,SAFE,,-0.29961931705474854,45.45454545454545
FIVN,2020-06-01,0.6221206188201904,206.27399995054833,1.8135593220338984,14.882255599933119,SAFE,0.014756198059186034,0.8046737909317017,36.36363636363637
FIX,2020-06-01,1.2375924587249756,12.291755211980492,0.586182885147957,3.4690519634390773,SAFE,0.01024494954679857,-0.2893012762069702,50.0
FIZZ,2020-06-01,0.7321385145187378,11.071778324786957,0.5175151248374912,10.691873134842798,SAFE,0.08159723286511572,0.11251354217529297,55.55555555555556
FKWL,2020-06-01,0.6239315271377563,90.99242193468477,,9.069667392342138,SAFE,,1.0,54.54545454545454
FLGT,2020-06-01,2.8466665744781494,,,63.463819723451806,SAFE,,1.8569021224975586,66.66666666666666
FLL,2020-06-01,4.804123878479004,22.061053267240222,0.16367635938681516,1.109099571561478,DISTRESS,-0.0016523858820150239,-0.2666666507720947,54.54545454545454
FLNT,2020-06-01,0.44444453716278076,39.379485957739334,1.2490213476695027,5.553570466163359,SAFE,-0.056641968563611866,-0.5881147384643555,63.63636363636363
FLO,2020-06-01,0.07976043224334717,14.261494840382365,0.7121945809076546,,DISTRESS,-0.019368815667889464,0.030422568321228027,63.63636363636363
FLXS,2020-06-01,3.9468789100646973,,,3.5061437248455665,SAFE,,-0.4069530963897705,36.36363636363637
FN,2020-06-01,0.3716021776199341,18.84538227404087,0.8506154974527722,6.816743138605088,SAFE,-0.013486150399258025,0.47162294387817383,72.72727272727273
FNKO,2020-06-01,3.5364580154418945,3.66940897119425,,,DISTRESS,,-0.7938342690467834,50.0
FORM,2020-06-01,0.3796515464782715,19.099845957038653,,6.66710703305945,SAFE,,0.6225626468658447,50.0
FORR,2020-06-01,0.4470076560974121,15.27116982021994,4.870748299319728,1.5267172696340652,DISTRESS,,-0.3125411868095398,18.181818181818183
FOXF,2020-06-01,1.1348652839660645,0.1323248457348172,0.17170951882002095,2.9455818116928256,GREY,0.10338104320168193,-0.23888391256332397,63.63636363636363
FRD,2020-06-01,2.1654458045959473,10.225510817578773,,4.756970685160579,SAFE,,-0.41245096921920776,66.66666666666666
FRPT,2020-06-01,1.029707670211792,,-3.5391936497618635,17.37387862586339,SAFE,,0.622767448425293,36.36363636363637
FSI,2020-06-01,0.8351646661758423,32.932810553787796,0.3457222592048352,6.216523379899559,SAFE,0.013126286072467375,-0.5225908160209656,40.0
FSLR,2020-06-01,0.6013330221176147,,,2.3899702098087747,GREY,,-0.24172985553741455,45.45454545454545
FSS,2020-06-01,0.48077452182769775,24.933749315833765,0.3589607635206787,4.238495625444032,SAFE,-0.007680810690681162,0.13638687133789062,72.72727272727273
FTI,2020-06-01,0.5357558727264404,,-31.271186440677965,0.7347294195238737,DISTRESS,,-0.5573668479919434,22.22222222222222
FTK,2020-06-01,1.0566036701202393,54.8911187341352,,2.9341517647454687,GREY,,-0.7039473652839661,40.0
FTLF,2020-06-01,2.2727272510528564,,,,DISTRESS,,-0.05263155698776245,81.81818181818183
FTNT,2020-06-01,0.48525047302246094,6.944279311255524,1.763923114834894,2.461267525394988,GREY,0.016059611598818305,0.4864790439605713,63.63636363636363
FUL,2020-06-01,0.8556034564971924,8.756809114845066,0.5642565359477124,1.9421289819346648,GREY,-0.029121911403112946,-0.05285143852233887,41.66666666666667
FWDI,2020-06-01,1.2032520771026611,,,9.36179790247066,SAFE,,-0.13385826349258423,33.33333333333333
FWRD,2020-06-01,1.0018155574798584,10.146057597614467,0.8128277781920314,,DISTRESS,-0.020609872520376566,-0.0677645206451416,50.0
GAIA,2020-06-01,0.6370757818222046,105.71317356985969,0.2701551566778217,,DISTRESS,0.056838212956403934,0.22341859340667725,33.33333333333333
GAP,2020-06-01,2.3759477138519287,4.237696705483247,0.6285460992907801,,DISTRESS,0.017893196958156516,-0.5469400882720947,41.66666666666667
GCTK,2020-06-01,0.07692313194274902,,,,,,0.7307692766189575,37.5
GD,2020-06-01,0.32449984550476074,18.677420944472576,0.3899100508408291,,DISTRESS,0.020583447905308236,-0.16705960035324097,54.54545454545454
GDDY,2020-06-01,0.06028735637664795,28.866006608691112,1.2303883242116236,,DISTRESS,-0.0441524005756701,-0.06680107116699219,63.63636363636363
GDOT,2020-06-01,0.04683399200439453,17.726621336087437,0.6478855266897515,1.729551487175275,DISTRESS,0.03708555967189847,-0.34281402826309204,60.0
GEO,2020-06-01,-0.5236105918884277,6.109482575032543,0.6243887251665405,,DISTRESS,0.00791158724951679,-0.35043764114379883,54.54545454545454
GEOS,2020-06-01,0.06590616703033447,29.12156862174648,0.7388955582232893,4.356195142542512,SAFE,-0.013600834738663546,-0.5035971403121948,72.72727272727273
GERN,2020-06-01,-0.1358025074005127,,,,DISTRESS,,-0.17931032180786133,20.0
GGG,2020-06-01,0.5864385366439819,25.881960394818083,0.6142823644233755,,DISTRESS,0.07111665218337353,-0.04114985466003418,58.333333333333336
GHC,2020-06-01,0.9075294733047485,24.917005363802918,0.3516209598673202,2.655154402583059,GREY,0.008867347028199295,-0.42073673009872437,36.36363636363637
GIC,2020-06-01,0.8077492713928223,9.87143536435383,0.8760683760683761,5.027325395192758,SAFE,0.014948560934071507,0.03408777713775635,81.81818181818183
GILD,2020-06-01,-0.09377115964889526,9.044978406254755,1.831571994715984,,DISTRESS,0.013910676859369402,0.4007974863052368,66.66666666666666
GKOS,2020-06-01,0.8088635206222534,,,7.327220415388197,SAFE,,-0.4309864044189453,18.181818181818183
GLW,2020-06-01,0.9434341192245483,,,2.0767655808817413,GREY,,-0.21912264823913574,45.45454545454545
GM,2020-06-01,1.2141797542572021,4.876177884444749,0.38017501663169745,0.9132452595997504,DISTRESS,-0.05720133703261254,-0.3017493486404419,45.45454545454545
GMED,2020-06-01,0.3194875717163086,53.89420374730535,0.4504434348064061,27.54366378691247,SAFE,0.016052284543209238,0.2076336145401001,36.36363636363637
GNE,2020-06-01,-0.2653566598892212,,,2.005555491363707,GREY,,-0.12959527969360352,54.54545454545454
GNK,2020-06-01,2.414029359817505,2.518974746730383,1.2339208932712005,-0.26166350974872615,DISTRESS,,-0.13268917798995972,55.55555555555556
GNSS,2020-06-01,0.15625,254.39636011695,,10.639749259740903,SAFE,,0.198142409324646,33.33333333333333
GNTX,2020-06-01,0.32646453380584717,14.34879058966747,0.710313192702742,18.47613260704693,SAFE,-0.012755309175412547,0.15570282936096191,63.63636363636363
GOGO,2020-06-01,4.886363506317139,,-0.23184883728406014,-0.55600572428627,DISTRESS,-0.024596532786215076,-0.6666666269302368,45.45454545454545
GOLF,2020-06-01,0.5965843200683594,17.840458391644255,0.6151923357029756,3.4571265947888916,SAFE,-0.006973673480880616,0.18586134910583496,90.9090909090909
GOOG,2020-06-01,0.6970081329345703,1.5771634401715295,,2.62844214912393,GREY,,0.22202157974243164,58.333333333333336
GOOGL,2020-06-01,0.6595091819763184,1.58044406641458,,2.6292608276473004,GREY,,0.2170807123184204,58.333333333333336
GORO,2020-06-01,-0.3166857361793518,,-0.47272251308900526,5.611284242541337,SAFE,0.12391319020475282,0.46472346782684326,41.66666666666667
GPC,2020-06-01,0.6094802618026733,11.297093357668713,0.5458526199959334,,DISTRESS,-0.0017194776521404435,-0.1721477508544922,83.33333333333334
GPI,2020-06-01,1.717365026473999,,-0.04228779814310869,,DISTRESS,0.07478485358720297,-0.208274245262146,63.63636363636363
GPK,2020-06-01,0.29181158542633057,,,,DISTRESS,,0.04870593547821045,66.66666666666666
GPN,2020-06-01,0.07041645050048828,,,2.4851896340216784,GREY,,0.08033156394958496,50.0
GPRE,2020-06-01,2.5228757858276367,,,1.5958788687722327,DISTRESS,,-0.5501915812492371,18.181818181818183
GRC,2020-06-01,0.19847440719604492,,,9.219998285840491,SAFE,,0.0066307783126831055,72.72727272727273
GRMN,2020-06-01,0.6148351430892944,25.996468710379162,0.5705297359133648,,DISTRESS,0.011375679779513816,0.09077215194702148,72.72727272727273
GRWG,2020-06-01,5.272592544555664,,,9.817860715704585,SAFE,,0.5359476804733276,50.0
GSHD,2020-06-01,0.5036462545394897,46.630621947650866,1.0819459859415463,6.782556268596827,SAFE,0.03828262512536386,0.5326236486434937,66.66666666666666
GSIT,2020-06-01,-0.15196740627288818,179.5846584777957,0.720125786163522,9.594098678440808,SAFE,,-0.07091343402862549,63.63636363636363
GTIM,2020-06-01,2.4873948097229004,,,,DISTRESS,,-0.6132075190544128,36.36363636363637
GTLS,2020-06-01,2.6261544227600098,107.39921776934091,0.14064362336114422,1.9477890651296208,GREY,-0.006342840967936466,-0.5338640213012695,40.0
GTN,2020-06-01,0.6476985216140747,3.766060571441879,0.492831541218638,0.8330475451230112,DISTRESS,0.0056459535450942315,-0.32617515325546265,54.54545454545454
GURE,2020-06-01,0.43526792526245117,,,,DISTRESS,,-0.2759259343147278,44.44444444444444
GWRS,2020-06-01,0.6257433891296387,527.682993613774,,0.7264992239973593,DISTRESS,,0.15475213527679443,40.0
GWW,2020-06-01,0.5368450880050659,19.05451192913915,0.5577445652173914,,DISTRESS,0.0032179456050176547,0.06831657886505127,83.33333333333334
HAE,2020-06-01,-0.48107022047042847,1145.1403654299002,0.053231694223749196,,DISTRESS,0.06798185815939753,0.17311060428619385,50.0
HAIN,2020-06-01,0.28812479972839355,,,3.2460176164933725,SAFE,,0.2672879695892334,50.0
HALO,2020-06-01,0.7106242179870605,,,,DISTRESS,,0.5362712144851685,33.33333333333333
HAS,2020-06-01,0.3677881956100464,14.182839906215783,0.6236814646803637,2.9627041521617725,GREY,-0.007854767231333768,-0.2192535400390625,50.0
HBIO,2020-06-01,1.786259412765503,146.51209236129603,,7.077495803471562,SAFE,,0.21145367622375488,40.0
HDSN,2020-06-01,2.409090995788574,1.1433444863374334,,0.3993010017919979,DISTRESS,,-0.44999998807907104,60.0
HEI,2020-06-01,0.38531196117401123,13.608514122219981,0.7555392771654883,5.141253629986915,SAFE,-0.025768710522607294,-0.27869099378585815,90.9090909090909
HFFG,2020-06-01,-0.11000001430511475,,-0.011269453163324812,1.7283925630654735,DISTRESS,-0.0035074926160366194,-0.45872169733047485,25.0
HGBL,2020-06-01,0.9929077625274658,35.28735301350835,,-25.761031936406404,DISTRESS,,0.5230770111083984,50.0
HII,2020-06-01,0.14345550537109375,19.070350922131148,0.38006230529595014,2.961749065728718,GREY,0.07460499976608993,-0.054567039012908936,54.54545454545454
HL,2020-06-01,1.5640745162963867,22.78427136593677,0.258323839270856,1.3532398206224792,DISTRESS,0.026721519737518476,1.0159718990325928,75.0
HLF,2020-06-01,0.20616698265075684,17.37245885580863,0.5432060596691916,3.836429076179241,SAFE,0.02015923580989176,-0.10603159666061401,66.66666666666666
HLIO,2020-06-01,1.0488502979278564,20.816665849495788,0.7758645124716553,31.327752046109385,SAFE,-0.01900457861105442,-0.14040350914001465,66.66666666666666
HLIT,2020-06-01,0.3504762649536133,23.004900558019745,0.8603610997127616,-3.1874263912419147,DISTRESS,-0.0030698990729865145,0.11111116409301758,45.45454545454545
HLT,2020-06-01,0.5457209348678589,17.304360686366593,0.6505242136794808,1.2536061567956045,DISTRESS,-0.027754677972421274,-0.1495668888092041,70.0
HNI,2020-06-01,0.9055389165878296,,,,DISTRESS,,-0.2472684383392334,83.33333333333334
HNNA,2020-06-01,0.18691349029541016,2.083327369502211,0.8569173480126285,2.8218593934527494,GREY,0.0016757261967315544,-0.1211274266242981,77.77777777777779
HOG,2020-06-01,1.1422679424285889,4.488292611042603,0.8714538568410635,,DISTRESS,-0.008822306998040486,-0.31029456853866577,50.0
HP,2020-06-01,0.552635908126831,4.33154967656281,0.6811093874542541,,DISTRESS,-0.024340840328640815,-0.5749310851097107,44.44444444444444
HPE,2020-06-01,0.7177654504776001,9.15251547991446,0.2995536886321869,,DISTRESS,0.012447283235021768,-0.24144011735916138,50.0
HPQ,2020-06-01,1.041015863418579,4.4210658666029845,0.8619346461804804,,DISTRESS,-0.011304754500995747,-0.14056003093719482,81.81818181818183
HQI,2020-06-01,1.9098105430603027,,,4.286550675993525,SAFE,,0.1803276538848877,20.0
HQY,2020-06-01,0.3403571844100952,49.59721602520983,1.0834730709108995,,,-0.038097864461129234,-0.1390758752822876,72.72727272727273
HRL,2020-06-01,0.009722709655761719,27.21983782325121,0.5589374301248506,,DISTRESS,0.019317516457996106,0.2108781337738037,58.333333333333336
HROW,2020-06-01,0.7628676891326904,,,1.9716450543019195,GREY,,-0.2602965831756592,63.63636363636363
HSIC,2020-06-01,0.24439716339111328,15.57930834053692,0.6184276273875404,3.70397087646831,SAFE,-0.028022000012941747,-0.1535835862159729,54.54545454545454
HSTM,2020-06-01,0.18287253379821777,16.368933505199397,1.02514733851464,,DISTRESS,-0.01933846063811453,-0.08679968118667603,50.0
HSY,2020-06-01,0.2920999526977539,17.064555045591053,0.7659253317622925,4.180409166337303,SAFE,0.005501277736164261,0.018633127212524414,58.333333333333336
HTLD,2020-06-01,-0.16209667921066284,,-0.08917712991849677,,DISTRESS,0.0952150152236762,0.10023283958435059,50.0
HTO,2020-06-01,0.044818997383117676,,,,DISTRESS,,-0.02119290828704834,36.36363636363637
HUBB,2020-06-01,0.571864128112793,12.37371983842828,0.6657303370786517,3.423013527139961,SAFE,-0.017810916688267474,0.1077035665512085,75.0
HUBG,2020-06-01,0.5401521921157837,4.642843860946808,0.592862420954524,,DISTRESS,-0.01879702614671454,0.23485636711120605,75.0
HUBS,2020-06-01,1.3076164722442627,272.560832564593,,10.054792789090575,SAFE,,-0.026835143566131592,55.55555555555556
HUM,2020-06-01,0.0810081958770752,11.16753856507958,1.2301866378144442,5.594451695755032,SAFE,0.016114911176144348,0.5715152025222778,90.9090909090909
HUN,2020-06-01,0.6339899301528931,5.227440551799138,0.8430311231393776,1.726580112353218,DISTRESS,0.0008021690651521715,0.0001157522201538086,58.333333333333336
HURC,2020-06-01,0.14514541625976562,,-0.381145584725537,,DISTRESS,0.002922713940734244,-0.053752124309539795,36.36363636363637
HURN,2020-06-01,0.172904372215271,8.445622287756015,1.2127080551620104,,DISTRESS,-0.029776964835451565,0.138330340385437,58.333333333333336
HWKN,2020-06-01,0.6597115993499756,6.058003866224939,0.5430875029641925,3.41190786255515,SAFE,0.011473777947839934,0.07617533206939697,66.66666666666666
HWM,2020-06-01,1.6554806232452393,,-0.11457670273711013,1.3939957660601925,DISTRESS,0.004704961287578526,-0.22011727094650269,54.54545454545454
HZO,2020-06-01,1.6826472282409668,,-0.40880921681986443,3.023547059759112,SAFE,0.018633195118948603,-0.07509630918502808,54.54545454545454
IART,2020-06-01,0.29956281185150146,27.82874575201782,0.79664603241775,2.3463304291783107,GREY,-0.01700509691629594,0.09549355506896973,41.66666666666667
IBIO,2020-06-01,-0.10843372344970703,,,,,,0.4177215099334717,30.0
IBP,2020-06-01,0.780670166015625,25.47843075183298,,3.6726387197098216,SAFE,,-0.04140728712081909,66.66666666666666
IBRX,2020-06-01,1.3453333377838135,,,12.071239013755996,SAFE,,2.786407947540283,50.0
ICE,2020-06-01,0.1382913589477539,28.168515595546037,0.7457017193122751,0.8017033557805483,DISTRESS,0.005148824675689719,0.10222053527832031,72.72727272727273
ICFI,2020-06-01,0.4230881929397583,11.322998651928236,0.9250520284332009,3.427468873188009,SAFE,-0.02009861696624194,0.0164337158203125,83.33333333333334
ICHR,2020-06-01,1.4908056259155273,11.529700586322248,1.8765757842274993,2.495290914704319,GREY,0.010822840134548995,0.18009471893310547,33.33333333333333
ICUI,2020-06-01,0.020610928535461426,911.1008454188596,0.024995116021619745,,DISTRESS,0.017880373428741145,0.03059208393096924,45.45454545454545
IDA,2020-06-01,0.07487642765045166,44.964337107352065,0.18622147477580137,,DISTRESS,0.021191173293846125,-0.06777757406234741,54.54545454545454
IDCC,2020-06-01,0.49547481536865234,11.625604036002864,1.1205333209016106,,DISTRESS,-0.05557097104096564,-0.06618916988372803,45.45454545454545
IDN,2020-06-01,0.21439754962921143,,,27.557738021204884,SAFE,,0.2712215185165405,45.45454545454545
IDR,2020-06-01,0.4545454978942871,,-1.4530758205640646,,,-0.0064422309133334785,0.14864873886108398,36.36363636363637
IDT,2020-06-01,3.646512031555176,2.425611918391885,3.1207325663301244,2.853375464799299,GREY,,-0.16408663988113403,40.0
IDXX,2020-06-01,0.7636375427246094,87.71912100263137,0.47465971347742164,13.173913809293632,SAFE,0.07655501123194801,0.11142253875732422,72.72727272727273
IESC,2020-06-01,1.3353166580200195,,,4.739531298771151,SAFE,,0.10212051868438721,75.0
IEX,2020-06-01,0.4309467077255249,23.255785642190386,0.7274969925855226,6.692834266378551,SAFE,-0.00950969037779135,0.01512300968170166,83.33333333333334
IFF,2020-06-01,0.11384034156799316,44.2995104523502,0.35302913918123097,,DISTRESS,-0.0003980086068790809,-0.00846928358078003,41.66666666666667
IHT,2020-06-01,7.450333595275879,,,,DISTRESS,,-0.37975192070007324,36.36363636363637
IIIV,2020-06-01,0.0736914873123169,11.813032099448622,1.1235514507275421,1.9617091205021588,GREY,-0.06350737142155388,-0.09112238883972168,40.0
ILMN,2020-06-01,0.11504888534545898,62.05725181017805,0.7178175618073316,,DISTRESS,0.003996734097280508,0.039490342140197754,75.0
IMMR,2020-06-01,0.3343510627746582,,,-3.760518879340422,DISTRESS,,-0.07692301273345947,18.181818181818183
IMXI,2020-06-01,0.34883713722229004,9.230966691135881,0.937595408194419,,DISTRESS,-0.054832632645163214,-0.4045689105987549,72.72727272727273
INCY,2020-06-01,-0.1853562593460083,34.771375867067555,1.3856253244520182,17.05436974944906,SAFE,0.01022378448257097,0.2420196533203125,55.55555555555556
INFU,2020-06-01,0.5572649240493774,21.245866052405106,0.9549934583515046,2.5011310273984746,GREY,-0.11061636967840728,1.459183692932129,50.0
INGN,2020-06-01,0.5652400255203247,22.678527067860298,1.1138208964101954,6.820240554170341,SAFE,-0.03407437692909387,-0.22444552183151245,36.36363636363637
