Symbol,t,fwd_ret,price_to_fcf,fcf_to_ebitda,altman_z,altman_zone,intrinsic_growth,mom_12_1,canonical
CBT,2017-06-01,0.1941835880279541,9.401856983948763,0.681265206812652,,DISTRESS,-0.02344116268166901,,75.0
CBZ,2017-06-01,0.39534878730773926,12.15769884318732,0.7612334300506344,2.152057625225038,GREY,-0.029173640903039942,,58.333333333333336
CCL,2017-06-01,-0.007799923419952393,21.14532061065026,,,DISTRESS,,,75.0
CCO,2017-06-01,0.1444617509841919,16.811832334963263,0.0820257626151754,,DISTRESS,-0.028510189278665932,,72.72727272727273
CDXS,2017-06-01,2.762500047683716,,,-4.41001606756628,DISTRESS,,,30.0
CDZI,2017-06-01,-0.15946847200393677,,,-7.182207348486203,DISTRESS,,,63.63636363636363
CHEF,2017-06-01,0.7788461446762085,18.391966552653685,0.4103569521916018,3.1372421427403276,SAFE,0.022953328600727945,,58.333333333333336
CHH,2017-06-01,0.25941216945648193,26.793218223832127,0.5061612130885874,4.873663518757747,SAFE,0.028992673362685746,,60.0
CHRW,2017-06-01,0.32357311248779297,17.03368533972712,0.5218422350737002,7.495649250391738,SAFE,0.025590780062500876,,63.63636363636363
CHTR,2017-06-01,-0.24400246143341064,26.341340896345766,0.2646657571623465,,DISTRESS,-0.01435558009655988,,63.63636363636363
CKX,2017-06-01,-0.0771140456199646,85.9950998597481,,33.73220285632023,SAFE,,,50.0
CL,2017-06-01,-0.16432350873947144,21.465308646948124,0.5953271028037384,7.4115108770773634,SAFE,0.021532481029884216,,83.33333333333334
CLF,2017-06-01,0.47198641300201416,5.5577199936898465,0.6566535654126895,-1.3093641867028614,DISTRESS,-0.038235643878333024,,83.33333333333334
CLFD,2017-06-01,-0.1811320185661316,18.71241140948729,0.8211731421355444,16.44963020236047,SAFE,0.0020198463996011677,,66.66666666666666
CLPT,2017-06-01,-0.30000001192092896,,,-19.02251247104366,DISTRESS,,,44.44444444444444
CMCSA,2017-06-01,-0.23610275983810425,7.266789730323063,,,DISTRESS,,,60.0
CME,2017-06-01,0.4844944477081299,17.383610910228462,,0.5718717671776856,DISTRESS,,,80.0
CMS,2017-06-01,-0.023629069328308105,,-0.020398481973434534,,DISTRESS,0.05746156048513308,,55.55555555555556
CNC,2017-06-01,0.562391996383667,4.18670229538835,1.1351947097722264,2.6085948764318685,GREY,0.022420396655095556,,36.36363636363637
CNP,2017-06-01,-0.07729965448379517,,,,DISTRESS,,,66.66666666666666
CNTY,2017-06-01,0.06962025165557861,12.712569932996681,0.6198498817002529,2.909660760674353,GREY,-0.008328221566816084,,50.0
CODI,2017-06-01,0.11721396446228027,6.539279547165719,0.8075597564468591,1.0971488440718413,DISTRESS,-0.05241402852498109,,40.0
COHR,2017-06-01,0.4822580814361572,29.357191358024693,0.4759910972035523,4.746052160734854,SAFE,0.016830651662872884,,54.54545454545454
COHU,2017-06-01,0.3163313865661621,23.046208803157352,1.312185109162157,,DISTRESS,-0.03182584749922688,,63.63636363636363
COR,2017-06-01,-0.08934032917022705,5.724774168346755,1.4355292675147275,,DISTRESS,0.01509651056629987,,75.0
CP,2017-06-01,0.21754276752471924,4.7289143243724485,0.28185208203853324,1.2404327748571244,DISTRESS,0.03838401865095046,,62.5
CPIX,2017-06-01,-0.1343930959701538,253.60642386643664,0.4550907523213357,4.191999613603475,SAFE,,,40.0
CPK,2017-06-01,0.0820993185043335,,-0.571932390004731,,DISTRESS,0.19471912435869476,,63.63636363636363
CRIS,2017-06-01,-0.7121387720108032,,,,,,,18.181818181818183
CRM,2017-06-01,0.44941699504852295,36.875449693021025,,4.091987551399515,SAFE,,,54.54545454545454
CRMD,2017-06-01,-0.3953489065170288,,,2.383054511084535,GREY,,,27.27272727272727
CSGP,2017-06-01,0.47024714946746826,,,1.9532992707548047,GREY,,,83.33333333333334
CTAS,2017-06-01,0.4699462652206421,15.817580953677698,0.20111359021442896,,DISTRESS,0.04237809327923838,,83.33333333333334
CVCO,2017-06-01,0.9479537010192871,25.07260586705552,0.796275664491485,,DISTRESS,-0.0011898107090876208,,72.72727272727273
CVGI,2017-06-01,-0.050420165061950684,6.5591621821224315,0.9068222020366209,2.350153901161355,GREY,-0.01971089896535443,,41.66666666666667
CVLG,2017-06-01,0.6932611465454102,,,1.8263147643858018,GREY,,,54.54545454545454
CVLT,2017-06-01,0.21681416034698486,27.04805853762752,8.948953254946947,,DISTRESS,-0.009316803314746375,,54.54545454545454
CVV,2017-06-01,-0.3657689094543457,8.357746366130149,,5.138922253937534,SAFE,,,30.0
CWCO,2017-06-01,0.11824548244476318,33.579950312846066,,10.479740892396366,SAFE,,,77.77777777777779
CXW,2017-06-01,-0.20345264673233032,10.952566643545895,,1.6092777210836409,DISTRESS,,,81.81818181818183
D,2017-06-01,-0.18749988079071045,,-0.37755495564982644,0.7775780146592468,DISTRESS,0.09022937119537969,,44.44444444444444
DAIO,2017-06-01,-0.15826493501663208,29.181709508526232,1.5127035830618893,,DISTRESS,0.04210202081329721,,44.44444444444444
DAKT,2017-06-01,-0.15739190578460693,,,,DISTRESS,,,36.36363636363637
DAL,2017-06-01,0.11854958534240723,8.846557810222784,0.43076575559069347,,DISTRESS,0.052323861156578715,,81.81818181818183
DGII,2017-06-01,0.22797942161560059,10.204597297756152,1.1231499838627876,6.100232235012118,SAFE,-0.0075173399298970565,,66.66666666666666
DLB,2017-06-01,0.23213613033294678,17.957748899969044,0.9023309078736412,10.560224871120658,SAFE,0.029434131448682916,,45.45454545454545
DTE,2017-06-01,-0.05573338270187378,,,,DISTRESS,,,63.63636363636363
DVN,2017-06-01,0.21658146381378174,,,,DISTRESS,,,63.63636363636363
DWSN,2017-06-01,0.8520481586456299,148.85423049889658,,,DISTRESS,,,50.0
EAT,2017-06-01,0.1258028745651245,7.0779965147986585,0.5969221387493754,,DISTRESS,-0.051120952707071156,,72.72727272727273
EBS,2017-06-01,0.6270338296890259,,-0.019039323046291686,3.7505443521946993,SAFE,0.02723585176214191,,66.66666666666666
ED,2017-06-01,-0.062450110912323,0.4771623526729673,,,DISTRESS,,,55.55555555555556
EDSA,2017-06-01,-0.7886658906936646,,,,DISTRESS,,,37.5
EGAN,2017-06-01,7.633333206176758,30.804545454545455,,-8.57237655573239,DISTRESS,,,60.0
EGHT,2017-06-01,0.37769782543182373,64.8011020530639,5.208864118895966,17.628851149071096,SAFE,,,37.5
EHTH,2017-06-01,0.1579514741897583,953.8207480253866,,,DISTRESS,,,63.63636363636363
ELSE,2017-06-01,0.028571486473083496,69.53593364988235,0.38923395445134573,,DISTRESS,-0.030849057080870042,,36.36363636363637
ELV,2017-06-01,0.19599699974060059,16.66989071459865,,2.799326222960424,GREY,,,72.72727272727273
EME,2017-06-01,0.19568419456481934,16.612906218811997,0.6475316621513852,3.9413474721568944,SAFE,0.00040752506130356455,,63.63636363636363
EMN,2017-06-01,0.33442699909210205,16.9975781669285,0.3866530820173204,2.1928561650260354,GREY,0.004262029578485275,,75.0
ENS,2017-06-01,0.0782698392868042,15.308858958360727,0.6967420328605612,3.1704241671387767,SAFE,0.003247765348149282,,91.66666666666666
EPAM,2017-06-01,0.43418920040130615,32.60447211246251,0.8626012999497081,,DISTRESS,0.009271743191538517,,63.63636363636363
EQIX,2017-06-01,-0.0675618052482605,,,2.4027421381318623,GREY,,,50.0
ERNA,2017-06-01,-0.39253729581832886,,-0.6633825944170771,,,,,50.0
ES,2017-06-01,-0.07539010047912598,,-0.1223774284730978,,DISTRESS,0.04752774639264371,,88.88888888888889
ESCA,2017-06-01,0.21881020069122314,12.858314448461256,0.4799515811771826,4.234812584627713,SAFE,-0.024782170839734916,,63.63636363636363
ETSY,2017-06-01,1.3335793018341064,145.80021345055684,0.2687646501421376,5.027946376131711,SAFE,0.03425869926165324,,55.55555555555556
EVTC,2017-06-01,0.30152952671051025,7.749025734688642,1.2328814537063744,1.956992796759031,GREY,0.0071113733599688,,60.0
EXEL,2017-06-01,0.07974815368652344,27.009464815726773,,2.444622739110663,GREY,,,54.54545454545454
EXPD,2017-06-01,0.41357719898223877,18.628021977273875,0.6552438842388477,,DISTRESS,0.008516180675262386,,70.0
EXPO,2017-06-01,0.728989839553833,13.4536555069211,,6.125600323972493,SAFE,,,87.5
EZPW,2017-06-01,0.5028902292251587,8.582821891924729,0.9486199501936912,2.494829033209937,GREY,-0.02721986545996157,,50.0
FABC,2017-06-01,-0.7185314893722534,,,,,,,55.55555555555556
FBIO,2017-06-01,-0.1096605658531189,,,16.407030109953336,SAFE,,,44.44444444444444
FCEL,2017-06-01,0.910891056060791,,,42.46390156957423,SAFE,,,25.0
FDS,2017-06-01,0.24399793148040771,21.309324942484487,0.730924772005117,11.471526546209772,SAFE,0.014243889767525105,,70.0
FDX,2017-06-01,0.289898157119751,42.5859375,0.15592151366503154,,DISTRESS,0.07274423035473374,,45.45454545454545
FE,2017-06-01,0.21653223037719727,16.7521648756914,,,DISTRESS,,,30.0
FEIM,2017-06-01,-0.1642857789993286,,-0.12805181863477827,3.142905245899078,SAFE,0.00823393553498548,,45.45454545454545
FF,2017-06-01,-8.744001388549805e-05,6.219020262245057,0.5668672801707547,3.1591290693693233,SAFE,-0.008519154334436542,,55.55555555555556
FHI,2017-06-01,-0.06362158060073853,7.612974436200476,0.6946838726862642,4.87162366572713,SAFE,0.004003165242435526,,90.0
FN,2017-06-01,-0.04568260908126831,211.5643651731689,0.07430027782242325,5.451619339150365,SAFE,0.04915448219054433,,33.33333333333333
FSS,2017-06-01,0.5157567262649536,47.63582180392358,0.2421875,4.513608075643245,SAFE,-0.02947464840145378,,45.45454545454545
FTEK,2017-06-01,0.3068181276321411,,,-0.6972165376597694,DISTRESS,,,9.090909090909092
FTFT,2017-06-01,-0.18959105014801025,,,15.140894197153786,SAFE,,,9.090909090909092
FTK,2017-06-01,-0.6884422302246094,515.2515348290833,,18.641464648035665,SAFE,,,40.0
FTLF,2017-06-01,-0.2962963581085205,,,,DISTRESS,,,58.333333333333336
FWRD,2017-06-01,0.15752863883972168,16.745870583972202,0.8979009868722566,,DISTRESS,0.008933675904752634,,72.72727272727273
GAIA,2017-06-01,0.7136363983154297,151.80743243243242,0.2701551566778217,,DISTRESS,0.056838212956403934,,33.33333333333333
GBR,2017-06-01,-0.014285683631896973,,,-10.521304052814177,DISTRESS,,,50.0
GCTK,2017-06-01,-0.1111111044883728,,,,,,,37.5
GD,2017-06-01,0.02145099639892578,26.928993116913237,0.42473591549295775,,DISTRESS,0.013142493111520851,,77.77777777777779
GEO,2017-06-01,-0.1122581958770752,,-0.28802365308804206,,DISTRESS,-0.0130082865293161,,54.54545454545454
GERN,2017-06-01,0.48888885974884033,,,,DISTRESS,,,25.0
GHC,2017-06-01,-0.028921782970428467,15.819358053195835,0.5287026624727695,3.769198097795806,SAFE,0.0006977648137527875,,54.54545454545454
GM,2017-06-01,0.3064659833908081,6.204058005298525,0.3673755914929021,1.157315057865235,DISTRESS,-0.0013352854464735529,,55.55555555555556
GNSS,2017-06-01,0.2095808982849121,,,13.28891305225303,SAFE,,,33.33333333333333
GOOG,2017-06-01,0.15776395797729492,1.2829225822461139,,3.2184822107852122,SAFE,,,80.0
GOOGL,2017-06-01,0.14844822883605957,1.3111701286818458,,3.233860404927857,SAFE,,,80.0
GPI,2017-06-01,0.16087746620178223,5.331264333779773,0.5832813920933512,,DISTRESS,0.055328569472050976,,81.81818181818183
GPN,2017-06-01,0.21582555770874023,,,1.6625079613678073,DISTRESS,,,36.36363636363637
GPRE,2017-06-01,-0.048616886138916016,32.79286412115377,0.1410689314096661,2.1536168741324304,GREY,-0.017253580430828162,,36.36363636363637
GPUS,2017-06-01,0.5609755516052246,,,,,,,11.11111111111111
GRC,2017-06-01,0.3912256956100464,,,6.784057878327974,SAFE,,,54.54545454545454
GTIM,2017-06-01,0.11940300464630127,,,,DISTRESS,,,37.5
GTLS,2017-06-01,0.928247332572937,7.053696892594328,1.6128518881546359,2.825002644798571,GREY,-0.025698255369364084,,70.0
GURE,2017-06-01,-0.19209039211273193,108.35088323521556,0.5288175307356127,,DISTRESS,-0.02719396709065259,,72.72727272727273
HAE,2017-06-01,1.1689705848693848,437.29604920004334,0.053231694223749196,,DISTRESS,0.06798185815939753,,50.0
HALO,2017-06-01,0.5187908411026001,,,,DISTRESS,,,27.27272727272727
HBIO,2017-06-01,0.8775510787963867,,,13.948460373815296,SAFE,,,70.0
HDSN,2017-06-01,-0.7451456785202026,44.86911980423204,0.3596731532212356,21.91531168426811,SAFE,-0.005552200787442005,,70.0
HL,2017-06-01,-0.34947311878204346,35.81057691389001,0.258323839270856,1.8837960152506819,GREY,0.026721519737518476,,75.0
HLIO,2017-06-01,0.16819512844085693,24.880401688060015,0.7758645124716553,36.84551285174445,SAFE,-0.01900457861105442,,66.66666666666666
HLT,2017-06-01,0.25037145614624023,20.544471883154547,0.46657633242999097,1.1671001032502046,DISTRESS,-0.001936907393767355,,70.0
HOG,2017-06-01,-0.21259909868240356,8.17549069081223,0.7295054156128252,,DISTRESS,0.008413027835497215,,63.63636363636363
HQY,2017-06-01,0.6035826206207275,67.35035868554544,0.771094525534027,,,-0.04584549084538922,,90.9090909090909
HRL,2017-06-01,0.07836902141571045,19.04515067908549,0.5064514999007461,,DISTRESS,0.029415797374057036,,80.0
HTLD,2017-06-01,-0.022965550422668457,21.595358362532174,0.3646022976960261,,DISTRESS,-0.03667851611805515,,60.0
HUM,2017-06-01,0.24115073680877686,23.00586833101033,0.6618130577736027,4.716377246147272,SAFE,0.010011913456731967,,63.63636363636363
HUN,2017-06-01,0.331784725189209,6.354971510745173,0.6181649675625579,1.7951811556092865,DISTRESS,-0.0018788356001769521,,75.0
HURC,2017-06-01,0.6167612075805664,,-0.39288298064749505,,DISTRESS,-0.003445463372081528,,45.45454545454545
ICE,2017-06-01,0.20966708660125732,16.770237529447293,0.8224339540926808,0.508489312666039,DISTRESS,0.00584575646795064,,81.81818181818183
ICFI,2017-06-01,0.5051560401916504,12.850810710737623,0.5921259561083708,2.919574596061004,GREY,-0.021828778552951646,,83.33333333333334
ICUI,2017-06-01,0.7943583726882935,40.45156201888291,0.652802698277299,,DISTRESS,0.00821644780376218,,72.72727272727273
IDCC,2017-06-01,0.0030672550201416016,5.551287046666066,0.8670302963520718,,DISTRESS,-0.045555597165201855,,90.9090909090909
IDN,2017-06-01,-0.4452381134033203,,,6.010989741686362,SAFE,,,36.36363636363637
IDR,2017-06-01,0.7073171138763428,,,24.54590120544031,SAFE,,,10.0
IDT,2017-06-01,-0.6258233785629272,9.929675893357144,0.6626784441612854,3.4288862578353427,SAFE,-0.017402322173918204,,66.66666666666666
IESC,2017-06-01,0.13099050521850586,15.581403515613193,0.7037291013584117,3.514601559785025,SAFE,-0.010885662226379047,,41.66666666666667
IEX,2017-06-01,0.2964038848876953,20.413492236557634,0.7340778131615427,4.853366814005975,SAFE,-0.02163981356328714,,41.66666666666667
IGC,2017-06-01,0.34883713722229004,,,-2.6299999844607007,DISTRESS,,,41.66666666666667
IHT,2017-06-01,-0.05560845136642456,,,,DISTRESS,,,18.181818181818183
IMMR,2017-06-01,0.7746474742889404,10.040982030585536,,1.99855161849064,GREY,,,27.27272727272727
INO,2017-06-01,-0.3913612961769104,,,76.7569529067247,SAFE,,,20.0
INSG,2017-06-01,0.7075471878051758,,,-2.0177177136755446,DISTRESS,,,33.33333333333333
INVE,2017-06-01,-0.21636366844177246,,,-11.76047987727653,DISTRESS,,,33.33333333333333
INVX,2017-06-01,-0.04468721151351929,8.62068977154214,1.5254636667680146,13.72267392937258,SAFE,-0.005672319960992608,,36.36363636363637
IONS,2017-06-01,-0.03358900547027588,,,3.6031856151605153,SAFE,,,25.0
IPDN,2017-06-01,-0.6361445784568787,,,27.924126643579555,SAFE,,,37.5
IPM,2017-06-01,0.684636116027832,,,3.1036264926609762,SAFE,,,44.44444444444444
IPWR,2017-06-01,-0.5120967626571655,,,70.50916439510863,SAFE,,,22.22222222222222
IRIX,2017-06-01,-0.21577221155166626,,,8.28338090686991,SAFE,,,11.11111111111111
IRMD,2017-06-01,1.266667127609253,9.335288861093959,0.7723171894727897,12.68111886982161,SAFE,0.020101728790313134,,55.55555555555556
ITP,2017-06-01,0.08333325386047363,62.759167452654474,,,DISTRESS,,,54.54545454545454
J,2017-06-01,0.24180197715759277,8.043364871576111,,,DISTRESS,,,54.54545454545454
JACK,2017-06-01,-0.23429018259048462,81.08276916742737,0.11639334611893085,,DISTRESS,0.0044643465458062736,,81.81818181818183
JAZZ,2017-06-01,0.14344072341918945,,,,DISTRESS,,,45.45454545454545
JBHT,2017-06-01,0.5204706192016602,40.88359362496809,0.1992674567910358,5.818325525723996,SAFE,0.10766196689704767,,81.81818181818183
JBTM,2017-06-01,0.007508039474487305,82.15832607381613,0.2135306553911205,,DISTRESS,-0.0022308055120017337,,50.0
JJSF,2017-06-01,0.08492743968963623,28.96338665810875,0.47416842669665804,,DISTRESS,0.015792527754273124,,72.72727272727273
JKHY,2017-06-01,0.20170855522155762,24.251189787166233,0.7490745457632875,7.983458683766199,SAFE,0.005309557147499941,,90.9090909090909
KBR,2017-06-01,0.3123267889022827,,,1.6768280439543135,DISTRESS,,,45.45454545454545
KEX,2017-06-01,0.3641704320907593,19.705823256007044,0.41408435549817085,,DISTRESS,0.009673443273732176,,66.66666666666666
KFY,2017-06-01,0.7022650241851807,38.63204955271181,0.481880960950153,2.3820969786293222,GREY,-0.008967241481440978,,33.33333333333333
KMI,2017-06-01,-0.08090603351593018,13.706653815241935,0.32952776336274003,0.4971552338118531,DISTRESS,0.01145317667384433,,72.72727272727273
KMT,2017-06-01,-0.025505125522613525,22.567827020520035,,2.5030799997951787,GREY,,,36.36363636363637
KOPN,2017-06-01,0.016806721687316895,,,,DISTRESS,,,20.0
KVHI,2017-06-01,0.14795911312103271,,,1.4088640684664906,DISTRESS,,,80.0
LAB,2017-06-01,0.15082645416259766,,,-1.857367929670136,DISTRESS,,,18.181818181818183
LFVN,2017-06-01,0.14439141750335693,9.297334188381127,0.35430139133842836,3.104213064611343,SAFE,-0.07772544899128928,,58.333333333333336
LGND,2017-06-01,0.7881455421447754,23.499887340205987,1.1083099229723608,3.027658850875424,SAFE,-0.03191127152083982,,37.5
LH,2017-06-01,0.28401505947113037,13.279440351845562,0.49514241554427024,2.341623316108776,GREY,-0.022453641842091476,,58.333333333333336
LINC,2017-06-01,-0.45348840951919556,,-1.643740470946976,1.4508639670975803,DISTRESS,,,25.0
LIND,2017-06-01,0.20240485668182373,,-1.4319359093980246,2.0360055745188483,GREY,0.2624217792814854,,58.333333333333336
LMNR,2017-06-01,0.29581642150878906,,-0.13409513320024782,1.4382805661154656,DISTRESS,0.049038236298692965,,75.0
LNG,2017-06-01,0.33982932567596436,,-32.89745982374287,,DISTRESS,,,54.54545454545454
LNT,2017-06-01,0.007039189338684082,,,,DISTRESS,,,45.45454545454545
LOAN,2017-06-01,0.5542134046554565,6.516569801547667,1.0668049725744213,1.9832795662765081,GREY,-3.625643866279931e-05,,75.0
LODE,2017-06-01,-0.550000011920929,,,,,,,40.0
LPSN,2017-06-01,0.9796954393386841,,,63.54725947834397,SAFE,,,27.27272727272727
LRN,2017-06-01,-0.15480518341064453,6.541648518455083,1.4216145801628945,4.431001576636985,SAFE,-0.13095889976211458,,37.5
LSCC,2017-06-01,-0.15273773670196533,33.74570519888807,0.7125929301848635,0.965275215542741,DISTRESS,,,50.0
LTBR,2017-06-01,-0.5043859481811523,,,74.19667486254498,SAFE,,,54.54545454545454
LUV,2017-06-01,-0.14760887622833252,,,,DISTRESS,,,80.0
LYTS,2017-06-01,-0.368660569190979,23.81663394653838,0.36708185915766006,,DISTRESS,0.028615771565494046,,54.54545454545454
LYV,2017-06-01,0.2530916929244995,16.747835823909185,1.2675867970367534,,DISTRESS,0.010158235480233369,,70.0
MAR,2017-06-01,0.28726255893707275,28.109141706023973,,,DISTRESS,,,40.0
MCD,2017-06-01,0.0703272819519043,24.853848729927304,,,DISTRESS,,,81.81818181818183
MCO,2017-06-01,0.46911168098449707,19.03641620374668,,5.012581224417789,SAFE,,,63.63636363636363
MCS,2017-06-01,-0.03780078887939453,,-0.00848811574541008,,DISTRESS,0.06733115445321859,,63.63636363636363
MDLZ,2017-06-01,-0.140156090259552,36.18323843954812,0.5018656716417911,1.8890604038055905,GREY,0.015500090126173958,,45.45454545454545
MED,2017-06-01,2.5993430614471436,17.78136256683803,0.6965658318869328,14.351672178968187,SAFE,-0.033072636218656026,,72.72727272727273
MEI,2017-06-01,0.01724386215209961,14.642330818464224,0.6549401197604791,,DISTRESS,-0.0016469813185261868,,81.81818181818183
MERC,2017-06-01,0.41915643215179443,5.739987278524274,0.5290345507115282,2.0823612231627866,GREY,-0.03499509880918063,,63.63636363636363
META,2017-06-01,0.2802084684371948,37.019357009261164,0.7865799986458122,46.84903294011214,SAFE,0.04381427639978356,,90.9090909090909
MGNI,2017-06-01,-0.5256916880607605,6.818937178968046,2.05087876413299,1.1908795287069482,DISTRESS,,,36.36363636363637
MGPI,2017-06-01,0.75019371509552,431.22966006024006,0.03379800105207786,7.8828231990632105,SAFE,0.04482174434615264,,81.81818181818183
MHH,2017-06-01,1.4208142757415771,6.65879984058961,0.4643312101910828,4.802214364505481,SAFE,-0.004554991294389087,,58.333333333333336
