Symbol,ebit,capital_employed,cash,roace,years,roace_ex_cash,cash_pct_of_ce,roace_cv,f_score,f_max,f_tested,turnover,tier,roace_pct,roace_ex_cash_pct
RELIABLE,138257000.0,1059427000.0,104161000.0,0.1305016768498443,4,0.14473141512416438,9.831824184205235,0.18620420510577312,6.0,7,7.0,4384378.785,SMALL,13.050167684984428,14.473141512416438
SHANTIGEAR,906700000.0,4479700000.0,1559600000.0,0.20240194655892135,4,0.31050306496352864,34.81483135031363,0.1282061686094988,2.3333333333333335,7,6.0,4640442.9,SMALL,20.240194655892136,31.050306496352864
AARTECH,69282000.0,357214000.0,137017000.0,0.19395096496777842,4,0.3146364391885448,38.35711926184304,0.4539102992257138,2.3333333333333335,7,6.0,3087725.685,SMALL,19.395096496777843,31.46364391885448
PAUSHAKLTD,514811000.0,5944960000.0,273635000.0,0.0865962092259662,4,0.09077437812151481,4.602806410808483,0.2827395070084394,3.0,7,7.0,6018304.95,SMALL,8.65962092259662,9.077437812151482
STEL,266388000.0,17131679000.0,23807000.0,0.01554943914137079,4,0.015571077454869898,0.1389647798093812,0.24270009378607132,3.5,7,6.0,3186392.775,SMALL,1.554943914137079,1.5571077454869897
DCMSRIND,861194000.0,4885833000.0,481834000.0,0.1762634948840863,4,0.19554818245871536,9.861859789313307,0.1571693792092665,6.0,7,7.0,5766979.74,SMALL,17.62634948840863,19.554818245871537
VIPULLTD,-52643000.0,3805878000.0,202572000.0,-0.013832025093815408,4,-0.014609639037039874,5.322608869753576,4.281195924864661,4.0,7,7.0,4405704.54,SMALL,-1.3832025093815408,-1.4609639037039874
SUKHJITS,668200000.0,7563700000.0,900500000.0,0.08834300672951069,4,0.10028214671629247,11.905548871584012,0.24131919961850953,3.0,7,7.0,3721662.3550000004,SMALL,8.83430067295107,10.028214671629247
PRECOT,871447000.0,6235741000.0,150360000.0,0.13975035204316535,4,0.14320335900085795,2.411261147632655,0.6389014509923033,6.0,7,7.0,4264238.65,SMALL,13.975035204316535,14.320335900085796
SATIA,530499000.0,13300211000.0,284293000.0,0.03988651007115601,4,0.04075770913738086,2.1375074425510996,0.5410738755952741,3.0,7,7.0,5524549.68,SMALL,3.9886510071156014,4.075770913738086
YUKEN,328860000.0,4277112000.0,234179000.0,0.07688833025649083,4,0.08134193665836165,5.475166420706308,0.17541269432897524,4.0,7,7.0,4577769.850000001,SMALL,7.6888330256490836,8.134193665836165
SRHHYPOLTD,1225202000.0,10527415000.0,4387989000.0,0.11638203680580655,4,0.19956295588545248,41.68154290488216,0.337598420108793,4.0,7,7.0,4901412.7,SMALL,11.638203680580656,19.95629558854525
ORICONENT,295719000.0,11837782000.0,652712000.0,0.02498094659962483,4,0.026438725908733696,5.513803176980282,,2.0,7,7.0,4357053.48,SMALL,2.498094659962483,2.64387259087337
SNOWMAN,241936000.0,6829493000.0,148222000.0,0.0354251772422931,4,0.03621107421028125,2.170322160078354,0.28883209526006576,6.0,7,7.0,6158775.6,SMALL,3.5425177242293096,3.6211074210281247
TARACHAND,459551000.0,4341170000.0,268486000.0,0.10585878922041754,4,0.11283738193289733,6.1846460746757215,0.09700430565839864,5.0,7,7.0,5010520.79,SMALL,10.585878922041754,11.283738193289732
PYRAMID,469967000.0,3647262000.0,61178000.0,0.1288547408987893,4,0.13105298146948036,1.6773678447010387,0.4613344397254751,1.0,7,7.0,4480488.199999999,SMALL,12.88547408987893,13.105298146948035
UFO,490200000.0,4451500000.0,1370600000.0,0.11012018420757048,4,0.15910935116362102,30.789621475906998,0.7070769308762376,6.0,7,7.0,4206166.66,SMALL,11.012018420757048,15.9109351163621
AERONEU,54990000.0,1099759000.0,178871000.0,0.0500018640447589,4,0.05971410204063904,16.264563417985215,0.2562062701536306,6.0,7,7.0,5310867.96,SMALL,5.0001864044758895,5.971410204063904
