Symbol,ebit,capital_employed,cash,roace,years,roace_ex_cash,cash_pct_of_ce,roace_cv,f_score,f_max,f_tested,turnover,tier,roace_pct,roace_ex_cash_pct
NIITMTS,3539810000.0,19772110000.0,14204990000.0,0.17903046260616595,4,0.635842230812341,71.84357157632645,0.12013676627248568,3.0,7,7.0,61531962.095,MID,17.903046260616595,63.5842230812341
JUBLPHARMA,8259000000.0,129838000000.0,14865000000.0,0.06361003712318428,4,0.07183425673853862,11.448882453519001,0.570242807312803,3.0,7,7.0,88717783.825,MID,6.3610037123184275,7.183425673853862
SILVERTUC,549532000.0,1963139000.0,708775000.0,0.27992516067379847,4,0.43809611882994093,36.10416786585158,0.26682368400025774,5.0,7,7.0,74042196.13,MID,27.992516067379846,43.80961188299409
KANSAINER,8292700000.0,70539600000.0,25848000000.0,0.11756091613788568,4,0.18555388484636934,36.64324719731895,0.331262937553639,4.0,7,7.0,63030097.235,MID,11.756091613788568,18.555388484636932
SYMPHONY,-428200000.0,5755300000.0,1630700000.0,-0.07440098691640748,4,-0.10381612762449692,28.333883550814033,0.9346322991172554,2.3333333333333335,7,6.0,65303151.0,MID,-7.440098691640748,-10.381612762449691
GARUDA,1667813000.0,4546446000.0,228736000.0,0.3668388451111044,4,0.38627258430973826,5.031094617642,0.35623918958040784,5.0,7,7.0,71191663.3,MID,36.683884511110435,38.627258430973825
FIEMIND,3442153000.0,13019557000.0,2794105000.0,0.2643832658822416,4,0.33662599951571825,21.460830042066714,0.04153589680780009,4.0,7,7.0,87332955.55,MID,26.438326588224157,33.66259995157183
SBFC,6984260000.0,86508470000.0,7373080000.0,0.08073498467837889,4,0.08825709963645847,8.522957347413495,0.20506292396331738,4.0,7,7.0,88494653.05,MID,8.073498467837888,8.825709963645847
AMAGI,933010000.0,18079530000.0,16668400000.0,0.05160587692268549,4,0.6611793385442872,92.19487453490218,1.0184838365573972,3.5,7,6.0,81136041.07499999,MID,5.16058769226855,66.11793385442873
GSPCROP,1640520000.0,8138030000.0,1887950000.0,0.20158687053254903,4,0.2624798402580447,23.199103468529852,0.26426950544381345,4.0,7,7.0,76411959.67500001,MID,20.158687053254905,26.24798402580447
HCG,2034900000.0,29053800000.0,5522100000.0,0.07003903103896908,4,0.08647484032177871,19.006463870474775,0.07766603949481553,6.0,7,7.0,79808584.45,MID,7.003903103896908,8.647484032177871
PSPPROJECT,1105258000.0,13003038000.0,4159172000.0,0.0849999823118259,4,0.12497453036941085,31.986155850655823,0.4525143621138811,4.0,7,7.0,66932478.575,MID,8.49999823118259,12.497453036941085
COCKERILL,121211000.0,2326079000.0,2059286000.0,0.05210958011314319,4,0.4543260130513169,88.53035515990643,1.2135814080247829,5.833333333333333,7,6.0,73016483.25,MID,5.210958011314319,45.43260130513169
AGI,5136900000.0,28180400000.0,1736800000.0,0.18228626988971058,4,0.19425872422816864,6.1631488552327145,0.086919111436587,6.0,7,7.0,95147301.475,MID,18.228626988971058,19.425872422816866
EMSLIMITED,1424640000.0,11726607000.0,922626000.0,0.12148782678570196,4,0.1318625051265825,7.86780012325816,0.2573119473375456,1.0,7,7.0,90550534.0,MID,12.148782678570196,13.186250512658251
SANOFI,4464000000.0,7634000000.0,2629000000.0,0.584752423369138,4,0.891908091908092,34.43804034582133,0.11647759016519776,7.0,7,6.0,81458778.2,MID,58.4752423369138,89.19080919080919
HERITGFOOD,2175110000.0,14559900000.0,2595230000.0,0.14939044911022742,4,0.18179439967838645,17.82450428917781,0.28188750896439974,3.0,7,7.0,75628331.4,MID,14.939044911022743,18.179439967838647
PNGSREVA,960280000.0,5189280000.0,3546520000.0,0.18505071994573427,3,0.5845528257323042,68.34319982733635,0.7465517642315881,4.666666666666667,7,6.0,65092586.5,MID,18.505071994573427,58.45528257323041
SOUTHWEST,519580000.0,2264203000.0,149249000.0,0.22947589063348117,4,0.2456696457700735,6.591679279640562,0.2698723622693561,4.0,7,7.0,85105880.4,MID,22.94758906334812,24.56696457700735
MUTHOOTCAP,694943000.0,39938513000.0,5234647000.0,0.017400322340493747,4,0.020024944771282832,13.106764891321818,0.8502125440775791,3.0,7,7.0,3728444.7800000003,SMALL,1.7400322340493748,2.002494477128283
SCHAND,1132320000.0,11194610000.0,1933330000.0,0.10114867780119183,4,0.12226387713145483,17.27018627714588,0.12813041602724776,4.0,7,7.0,5602827.4,SMALL,10.114867780119182,12.226387713145483
